c0,c1
2014-02-15 00:32:00,40.3916611453
2014-02-15 00:37:00,39.4772924786
2014-02-15 00:42:00,39.0678602821
2014-02-15 00:47:00,38.1047749658
2014-02-15 00:52:00,38.8838441966
2014-02-15 00:57:00,38.8001512308
2014-02-15 01:02:00,39.1861002479
2014-02-15 01:07:00,40.3236065556
2014-02-15 01:12:00,40.2903112222
2014-02-15 01:17:00,41.1972565128
2014-02-15 01:22:00,42.4219471282
2014-02-15 01:27:00,43.0500579658
2014-02-15 01:32:00,41.994564188
2014-02-15 01:37:00,42.6550933419
2014-02-15 01:42:00,42.6752384359
2014-02-15 01:47:00,43.8321472735
2014-02-15 01:52:00,43.8156989573
2014-02-15 01:57:00,43.3582688291
2014-02-15 02:02:00,44.8983470085
2014-02-15 02:07:00,43.4505710342
2014-02-15 02:12:00,42.2400271624
2014-02-15 02:17:00,41.7740226239
2014-02-15 02:22:00,41.8970878803
2014-02-15 02:27:00,41.4637645641
2014-02-15 02:32:00,41.2454429829
2014-02-15 02:37:00,40.5389990342
2014-02-15 02:42:00,40.6052592735
2014-02-15 02:47:00,39.8570736838
2014-02-15 02:52:00,38.9236457863
2014-02-15 02:57:00,39.1920303248
2014-02-15 03:02:00,38.8728658205
2014-02-15 03:07:00,40.199903906
2014-02-15 03:12:00,40.2124652137
2014-02-15 03:17:00,42.2675382051
2014-02-15 03:22:00,42.396913812
2014-02-15 03:27:00,42.9865340427
2014-02-15 03:32:00,42.5294597265
2014-02-15 03:37:00,43.3557738632
2014-02-15 03:42:00,43.8129622906
2014-02-15 03:47:00,43.3188371538
2014-02-15 03:52:00,44.0005103504
2014-02-15 03:57:00,45.3882050427
2014-02-15 04:02:00,43.8495042222
2014-02-15 04:07:00,42.8892796068
2014-02-15 04:12:00,42.0408553419
2014-02-15 04:17:00,41.9441887265
2014-02-15 04:22:00,41.3397836068
2014-02-15 04:27:00,41.6721387009
2014-02-15 04:32:00,41.8642614615
2014-02-15 04:37:00,40.7771039231
2014-02-15 04:42:00,41.2641252222
2014-02-15 04:47:00,39.4833327521
2014-02-15 04:52:00,39.7008932479
2014-02-15 04:57:00,39.4214095983
2014-02-15 05:02:00,40.3656363077
2014-02-15 05:07:00,40.6781786239
2014-02-15 05:12:00,41.7103852137
2014-02-15 05:17:00,42.9194487436
2014-02-15 05:22:00,43.7723056752
2014-02-15 05:27:00,43.153109641
2014-02-15 05:32:00,43.2684527778
2014-02-15 05:37:00,43.7065633419
2014-02-15 05:42:00,44.8465704615
2014-02-15 05:47:00,44.3449581966
2014-02-15 05:52:00,44.3860782906
2014-02-15 05:57:00,44.3120608974
2014-02-15 06:02:00,44.7569924957
2014-02-15 06:07:00,43.9714804103
2014-02-15 06:12:00,43.7395199573
2014-02-15 06:17:00,42.6324621624
2014-02-15 06:22:00,42.4942600598
2014-02-15 06:27:00,42.1658896667
2014-02-15 06:32:00,41.830487
2014-02-15 06:37:00,42.0063808632
2014-02-15 06:42:00,42.1037218889
2014-02-15 06:47:00,40.2833198547
2014-02-15 06:52:00,40.1503290684
2014-02-15 06:57:00,40.4641223419
2014-02-15 07:02:00,40.0139591538
2014-02-15 07:07:00,41.2702173846
2014-02-15 07:12:00,41.2382763675
2014-02-15 07:17:00,42.2936874701
2014-02-15 07:22:00,42.5954398974
2014-02-15 07:27:00,44.0158690598
2014-02-15 07:32:00,45.0027923846
2014-02-15 07:37:00,45.3705835214
2014-02-15 07:42:00,44.8081782479
2014-02-15 07:47:00,46.1344524872
2014-02-15 07:52:00,45.5465488291
2014-02-15 07:57:00,45.1091839231
2014-02-15 08:02:00,46.3455388974
2014-02-15 08:07:00,44.6371998547
2014-02-15 08:12:00,44.7373023419
2014-02-15 08:17:00,45.4506610085
2014-02-15 08:22:00,44.5087272991
2014-02-15 08:27:00,43.5112555897
2014-02-15 08:32:00,44.3896273419
2014-02-15 08:37:00,43.4187379487
2014-02-15 08:42:00,43.2990294957
2014-02-15 08:47:00,42.6954708632
2014-02-15 08:52:00,43.584979094
2014-02-15 08:57:00,42.8001721795
2014-02-15 09:02:00,42.7652504444
2014-02-15 09:07:00,41.5908334872
2014-02-15 09:12:00,41.3459739402
2014-02-15 09:17:00,41.351645735
2014-02-15 09:22:00,42.5634426667
2014-02-15 09:27:00,41.8727862906
2014-02-15 09:32:00,41.7516596923
2014-02-15 09:37:00,41.9491083761
2014-02-15 09:42:00,41.048969547
2014-02-15 09:47:00,41.377495812
2014-02-15 09:52:00,41.9917212564
2014-02-15 09:57:00,41.7313550342
2014-02-15 10:02:00,41.9701666838
2014-02-15 10:07:00,41.323730906
2014-02-15 10:12:00,40.4966402821
2014-02-15 10:17:00,41.7637879829
2014-02-15 10:22:00,40.9400182735
2014-02-15 10:27:00,40.8843847863
2014-02-15 10:32:00,40.1588777692
2014-02-15 10:37:00,40.578952641
2014-02-15 10:42:00,41.114530641
2014-02-15 10:47:00,40.8755114786
2014-02-15 10:52:00,39.5980824103
2014-02-15 10:57:00,40.5589924615
2014-02-15 11:02:00,40.0829631368
2014-02-15 11:07:00,39.226594265
2014-02-15 11:12:00,39.9441638803
2014-02-15 11:17:00,39.3951205897
2014-02-15 11:22:00,39.9052147692
2014-02-15 11:27:00,39.6636924957
2014-02-15 11:32:00,38.9703693932
2014-02-15 11:37:00,39.1906891453
2014-02-15 11:42:00,39.0156127094
2014-02-15 11:47:00,39.2183338889
2014-02-15 11:52:00,39.0228239316
2014-02-15 11:57:00,39.5564096752
2014-02-15 12:02:00,40.0779844017
2014-02-15 12:07:00,39.6962180171
2014-02-15 12:12:00,38.9732458718
2014-02-15 12:17:00,38.6479045128
2014-02-15 12:22:00,39.0467607949
2014-02-15 12:27:00,39.597507
2014-02-15 12:32:00,38.1263321453
2014-02-15 12:37:00,38.1622423932
2014-02-15 12:42:00,38.7523458974
2014-02-15 12:47:00,37.6352322906
2014-02-15 12:52:00,38.9008586154
2014-02-15 12:57:00,37.5197598974
2014-02-15 13:02:00,38.8827147607
2014-02-15 13:07:00,39.461734
2014-02-15 13:12:00,39.2402964872
2014-02-15 13:17:00,41.1140705128
2014-02-15 13:22:00,42.0658803761
2014-02-15 13:27:00,41.963647188
2014-02-15 13:32:00,43.2588773077
2014-02-15 13:37:00,43.2382745214
2014-02-15 13:42:00,43.427111906
2014-02-15 13:47:00,45.0150094701
2014-02-15 13:52:00,44.2117176154
2014-02-15 13:57:00,45.8564340427
2014-02-15 14:02:00,45.3640942051
2014-02-15 14:07:00,45.4766644188
2014-02-15 14:12:00,44.8026903504
2014-02-15 14:17:00,44.593331547
2014-02-15 14:22:00,44.2603052991
2014-02-15 14:27:00,42.7870914786
2014-02-15 14:32:00,43.3765218803
2014-02-15 14:37:00,43.3947211026
2014-02-15 14:42:00,42.9177145897
2014-02-15 14:47:00,42.6346925641
2014-02-15 14:52:00,42.3550716154
2014-02-15 14:57:00,40.7607487436
2014-02-15 15:02:00,41.1603934872
2014-02-15 15:07:00,41.0008828889
2014-02-15 15:12:00,41.590925
2014-02-15 15:17:00,42.2601436667
2014-02-15 15:22:00,43.0048847692
2014-02-15 15:27:00,43.4858655299
2014-02-15 15:32:00,44.5185871795
2014-02-15 15:37:00,44.540117641
2014-02-15 15:42:00,45.6308844872
2014-02-15 15:47:00,45.678001906
2014-02-15 15:52:00,45.6889899316
2014-02-15 15:57:00,46.1743721624
2014-02-15 16:02:00,45.7811845385
2014-02-15 16:07:00,45.7166607607
2014-02-15 16:12:00,45.0449987094
2014-02-15 16:17:00,44.2268508291
2014-02-15 16:22:00,43.4080658889
2014-02-15 16:27:00,44.1751840171
2014-02-15 16:32:00,43.4287180342
2014-02-15 16:37:00,43.3305022222
2014-02-15 16:42:00,41.8468758291
2014-02-15 16:47:00,42.0725684786
2014-02-15 16:52:00,41.3281906752
2014-02-15 16:57:00,41.1471981709
2014-02-15 17:02:00,41.6127496752
2014-02-15 17:07:00,40.8727896923
2014-02-15 17:12:00,42.715436641
2014-02-15 17:17:00,42.0227095043
2014-02-15 17:22:00,42.7544206239
2014-02-15 17:27:00,44.0237944444
2014-02-15 17:32:00,44.2430471453
2014-02-15 17:37:00,44.6033737692
2014-02-15 17:42:00,44.4942124615
2014-02-15 17:47:00,46.5215903504
2014-02-15 17:52:00,46.2871225043
2014-02-15 17:57:00,47.1118209487
2014-02-15 18:02:00,46.6924881111
2014-02-15 18:07:00,45.4373463248
2014-02-15 18:12:00,45.4210603504
2014-02-15 18:17:00,45.5506483932
2014-02-15 18:22:00,44.669705906
2014-02-15 18:27:00,43.9130468632
2014-02-15 18:32:00,44.7146642479
2014-02-15 18:37:00,42.8731205641
2014-02-15 18:42:00,43.0657284017
2014-02-15 18:47:00,43.5711404444
2014-02-15 18:52:00,42.7451216325
2014-02-15 18:57:00,42.0836863162
2014-02-15 19:02:00,42.8190421026
2014-02-15 19:07:00,42.1652844957
2014-02-15 19:12:00,42.0274751966
2014-02-15 19:17:00,43.7299021197
2014-02-15 19:22:00,44.5411475897
2014-02-15 19:27:00,43.310912735
2014-02-15 19:32:00,44.5371980855
2014-02-15 19:37:00,45.810764094
2014-02-15 19:42:00,45.8931309915
2014-02-15 19:47:00,46.3594067009
2014-02-15 19:52:00,45.9065286667
2014-02-15 19:57:00,47.9401872735
2014-02-15 20:02:00,47.3480265556
2014-02-15 20:07:00,47.0804176752
2014-02-15 20:12:00,46.0042615214
2014-02-15 20:17:00,47.1062813504
2014-02-15 20:22:00,46.4907007436
2014-02-15 20:27:00,45.1081877863
2014-02-15 20:32:00,45.1827770684
2014-02-15 20:37:00,45.4750376068
2014-02-15 20:42:00,46.0059812564
2014-02-15 20:47:00,45.6508740085
2014-02-15 20:52:00,44.1713033162
2014-02-15 20:57:00,43.5480001197
2014-02-15 21:02:00,44.3250184359
2014-02-15 21:07:00,43.6521941624
2014-02-15 21:12:00,43.7759883077
2014-02-15 21:17:00,44.4220335897
2014-02-15 21:22:00,44.0313992308
2014-02-15 21:27:00,45.7324495128
2014-02-15 21:32:00,44.9977269829
2014-02-15 21:37:00,47.032257188
2014-02-15 21:42:00,47.4007597778
2014-02-15 21:47:00,47.2788260342
2014-02-15 21:52:00,46.5865495812
2014-02-15 21:57:00,47.5654881368
2014-02-15 22:02:00,46.7556814359
2014-02-15 22:07:00,47.4292562393
2014-02-15 22:12:00,47.552667359
2014-02-15 22:17:00,45.967452812
2014-02-15 22:22:00,45.9179269231
2014-02-15 22:27:00,45.5770774701
2014-02-15 22:32:00,45.5148611026
2014-02-15 22:37:00,46.0464863077
2014-02-15 22:42:00,44.9329994274
2014-02-15 22:47:00,44.4314723846
2014-02-15 22:52:00,45.4796803504
2014-02-15 22:57:00,44.9518532222
2014-02-15 23:02:00,44.314458547
2014-02-15 23:07:00,45.0049164103
2014-02-15 23:12:00,44.5486053248
2014-02-15 23:17:00,43.0472239316
2014-02-15 23:22:00,43.856956906
2014-02-15 23:27:00,42.2613738205
2014-02-15 23:32:00,43.6682517009
2014-02-15 23:37:00,43.1857537692
2014-02-15 23:42:00,41.905014
2014-02-15 23:47:00,43.0359015726
2014-02-15 23:52:00,42.7061582564
2014-02-15 23:57:00,41.658661812
2014-02-16 00:02:00,41.1279123504
2014-02-16 00:07:00,41.5030120513
2014-02-16 00:12:00,41.0829978291
2014-02-16 00:17:00,41.4852528632
2014-02-16 00:22:00,41.029083906
2014-02-16 00:27:00,41.9392588889
2014-02-16 00:32:00,40.839212188
2014-02-16 00:37:00,40.4307093932
2014-02-16 00:42:00,40.2959062479
2014-02-16 00:47:00,40.3764029487
2014-02-16 00:52:00,40.6055745641
2014-02-16 00:57:00,39.3893362564
2014-02-16 01:02:00,39.6339495299
2014-02-16 01:07:00,38.9882256923
2014-02-16 01:12:00,38.7790997863
2014-02-16 01:17:00,38.8249503333
2014-02-16 01:22:00,39.7422919402
2014-02-16 01:27:00,38.5735704872
2014-02-16 01:32:00,39.8182433077
2014-02-16 01:37:00,39.016639265
2014-02-16 01:42:00,38.4462948034
2014-02-16 01:47:00,39.6151354701
2014-02-16 01:52:00,39.4009134188
2014-02-16 01:57:00,38.2129904103
2014-02-16 02:02:00,38.2575831111
2014-02-16 02:07:00,38.7428369829
2014-02-16 02:12:00,39.3774145556
2014-02-16 02:17:00,37.8028342735
2014-02-16 02:22:00,39.3493266325
2014-02-16 02:27:00,38.4543426239
2014-02-16 02:32:00,38.3514528718
2014-02-16 02:37:00,38.5193027265
2014-02-16 02:42:00,37.8289499573
2014-02-16 02:47:00,37.9132073419
2014-02-16 02:52:00,38.09199
2014-02-16 02:57:00,37.0166079487
2014-02-16 03:02:00,38.1715668034
2014-02-16 03:07:00,38.5811572991
2014-02-16 03:12:00,39.9752135726
2014-02-16 03:17:00,39.6335535299
2014-02-16 03:22:00,40.462053735
2014-02-16 03:27:00,41.3059611966
2014-02-16 03:32:00,42.6884144444
2014-02-16 03:37:00,42.2270712735
2014-02-16 03:42:00,42.7918845043
2014-02-16 03:47:00,44.4268827009
2014-02-16 03:52:00,44.8005497094
2014-02-16 03:57:00,44.0538982137
2014-02-16 04:02:00,43.793543906
2014-02-16 04:07:00,43.8103601624
2014-02-16 04:12:00,43.1327741111
2014-02-16 04:17:00,43.4550654444
2014-02-16 04:22:00,43.0888351453
2014-02-16 04:27:00,42.1279177009
2014-02-16 04:32:00,41.6435851453
2014-02-16 04:37:00,41.587429735
2014-02-16 04:42:00,40.8956912479
2014-02-16 04:47:00,40.3302181368
2014-02-16 04:52:00,39.5066546068
2014-02-16 04:57:00,39.7587275812
2014-02-16 05:02:00,39.2753493846
2014-02-16 05:07:00,40.8930594274
2014-02-16 05:12:00,41.4148745983
2014-02-16 05:17:00,41.2354386838
2014-02-16 05:22:00,41.3290969573
2014-02-16 05:27:00,42.4489360769
2014-02-16 05:32:00,43.2743386752
2014-02-16 05:37:00,43.0529933761
2014-02-16 05:42:00,44.5772785812
2014-02-16 05:47:00,44.8313438974
2014-02-16 05:52:00,45.0316505726
2014-02-16 05:57:00,45.1723127692
2014-02-16 06:02:00,45.2030275299
2014-02-16 06:07:00,43.3698640684
2014-02-16 06:12:00,43.7978977607
2014-02-16 06:17:00,43.9702573419
2014-02-16 06:22:00,43.2844006496
2014-02-16 06:27:00,42.2609437778
2014-02-16 06:32:00,42.0745874274
2014-02-16 06:37:00,42.7598560769
2014-02-16 06:42:00,42.504421359
2014-02-16 06:47:00,41.5131905641
2014-02-16 06:52:00,41.5585439231
2014-02-16 06:57:00,40.8601405385
2014-02-16 07:02:00,41.2477655299
2014-02-16 07:07:00,40.6443838034
2014-02-16 07:12:00,41.0733120684
2014-02-16 07:17:00,42.2290241966
2014-02-16 07:22:00,42.9349645983
2014-02-16 07:27:00,42.2908073932
2014-02-16 07:32:00,43.775031906
2014-02-16 07:37:00,44.2145620513
2014-02-16 07:42:00,45.3846790513
2014-02-16 07:47:00,45.7842098291
2014-02-16 07:52:00,44.7587987607
2014-02-16 07:57:00,44.9164306752
2014-02-16 08:02:00,45.139515812
2014-02-16 08:07:00,44.428464188
2014-02-16 08:12:00,44.7141974872
2014-02-16 08:17:00,43.859126641
2014-02-16 08:22:00,44.8347759573
2014-02-16 08:27:00,43.4560171368
2014-02-16 08:32:00,43.2123979487
2014-02-16 08:37:00,43.2415364786
2014-02-16 08:42:00,43.2051357436
2014-02-16 08:47:00,43.6830766667
2014-02-16 08:52:00,42.6989957265
2014-02-16 08:57:00,42.3262762308
2014-02-16 09:02:00,41.9599314872
2014-02-16 09:07:00,42.4352467436
2014-02-16 09:12:00,42.7861305726
2014-02-16 09:17:00,43.8440260513
2014-02-16 09:22:00,43.470003547
2014-02-16 09:27:00,44.6262650684
2014-02-16 09:32:00,45.0683715641
2014-02-16 09:37:00,44.2717249915
2014-02-16 09:42:00,44.979342
2014-02-16 09:47:00,45.7857978718
2014-02-16 09:52:00,45.8237417778
2014-02-16 09:57:00,46.2990696068
2014-02-16 10:02:00,45.2249074786
2014-02-16 10:07:00,46.3350695812
2014-02-16 10:12:00,44.9084978974
2014-02-16 10:17:00,45.4126195812
2014-02-16 10:22:00,45.303131453
2014-02-16 10:27:00,44.8811342137
2014-02-16 10:32:00,44.927123641
2014-02-16 10:37:00,43.6600245214
2014-02-16 10:42:00,43.5010589402
2014-02-16 10:47:00,43.3671435128
2014-02-16 10:52:00,44.4265817094
2014-02-16 10:57:00,42.6648352393
2014-02-16 11:02:00,42.7498572393
2014-02-16 11:07:00,42.2980210513
2014-02-16 11:12:00,43.2320095983
2014-02-16 11:17:00,43.8626536667
