relation;source;target;weight
Synonym;بِنَاء تَحْتِي;infrastructure;2.0
Synonym;بُنْيَة تَحْتِيَّة;infrastructure;2.0
Synonym;base;infrastructure;2.0
Synonym;substructure;infrastructure;2.0
Synonym;infraestructura;infrastructure;2.0
IsA;a stethoscope;a device;4.47213595499958
IsA;A bomb;a device;4.0
RelatedTo;scale;device;3.5293058807646585
RelatedTo;eye;device;3.3899852507053776
RelatedTo;clock;device;3.117691453623979
IsA;A musical instrument;a device;2.82842712474619
RelatedTo;phone;device;2.726169473822198
RelatedTo;bed;device;2.2821042920953456
RelatedTo;ear;device;2.244994432064365
RelatedTo;watch;device;2.046460358765838
HasContext;device;heraldry;2.0
IsA;acoustic device;device;2.0
IsA;adapter;device;2.0
IsA;afterburner;device;2.0
IsA;agglomerator;device;2.0
IsA;airfoil;device;2.0
IsA;alarm;device;2.0
IsA;appliance;device;2.0
IsA;applicator;device;2.0
IsA;aspergill;device;2.0
RelatedTo;reply;email;6.98541337359501
CapableOf;Email;convay messages to people;2.0
IsA;email;electronic mail;2.0
MotivatedByGoal;email somebody;they don't answer their telephone;2.0
Synonym;email;electronic mail;2.0
Synonym;email;e-mail;2.0
Synonym;e メール;email;2.0
Synonym;メイル;email;2.0
Synonym;メェル;email;2.0
Synonym;メール;email;2.0
Synonym;架電;email;2.0
Synonym;電子 メイル;email;2.0
Synonym;電子 メール;email;2.0
Synonym;电子邮件;email;1.5
RelatedTo;letter;email;1.158
RelatedTo;at;email;1.0869999999999997
Antonym;email;snail mail;1.0
AtLocation;an advertisement;your email;1.0
DerivedFrom;email address;email;1.0
DerivedFrom;email;freemail;1.0
IsA;wristband;band;2.0
PartOf;wristband;sleeve;2.0
Synonym;puny;wristband;2.0
Synonym;wristband;watchband;2.0
Synonym;wristband;wristlet;2.0
Synonym;wristlet;wristband;2.0
Synonym;puño;wristband;2.0
Synonym;eskumutur;wristband;2.0
Synonym;النگو;wristband;2.0
Synonym;سر دست;wristband;2.0
Synonym;ranneke;wristband;2.0
Synonym;manchette;wristband;2.0
Synonym;リストバンド;wristband;2.0
Synonym;リストバンド;wristband;2.0
Synonym;袖口;wristband;2.0
Synonym;jalur pergelangan tangan;wristband;2.0
Synonym;สายรัดข้อมือ;wristband;2.0
ExternalURL;wristband;104614756-n;1.0
FormOf;wrist band;wristband;1.0
FormOf;wristbands;wristband;1.0
Synonym;Operador;operator;3.4641016151377544
CapableOf;An operator;direct a call;2.0
HasContext;operator;mathematics;2.0
IsA;company operator;operator;2.0
IsA;driver;operator;2.0
IsA;elevator operator;operator;2.0
IsA;engineer;operator;2.0
IsA;hoister;operator;2.0
IsA;identity;operator;2.0
IsA;jockey;operator;2.0
IsA;linear operator;operator;2.0
IsA;motorman;operator;2.0
IsA;operator;businessman;2.0
IsA;operator;causal agent;2.0
IsA;operator;mapping;2.0
IsA;operator;speculator;2.0
IsA;radio operator;operator;2.0
IsA;supermarketer;operator;2.0
IsA;switchman;operator;2.0
IsA;telegrapher;operator;2.0
Synonym;心拍計;heart rate monitor;2.0
DerivedFrom;heart rate monitor;heart rate;1.0
ExternalURL;heart rate monitor;HeartRateMonitor;1.0
FormOf;heart rate monitors;heart rate monitor;1.0
IsA;heart rate monitor;alarm;1.0
IsA;heart rate monitor;medical device;1.0
RelatedTo;pulsómetro;heart rate monitor;1.0
RelatedTo;sykemittari;heart rate monitor;1.0
RelatedTo;cardiofrequenzimetro;heart rate monitor;1.0
Synonym;heart rate monitor;pulsómetro;1.0
Synonym;heart rate monitor;sykemittari;1.0
Synonym;heart rate monitor;cardiofréquencemètre;1.0
Synonym;heart rate monitor;cardiofrequenzimetro;1.0
Synonym;heart rate monitor;心拍計;1.0
Synonym;cardiofréquencemètre;heart rate monitor;1.0
ExternalURL;heart rate monitor;heart rate monitor;0.25
Synonym;Webcam;webcam;3.4641016151377544
IsA;webcam;digital camera;2.0
Synonym;càmera web;webcam;2.0
Synonym;webcam;webcam;2.0
Synonym;cámara web;webcam;2.0
Synonym;webcam;webcam;2.0
Synonym;webbikamera;webcam;2.0
Synonym;cam;webcam;2.0
Synonym;webcaméra;webcam;2.0
Synonym;ウェブ カメラ;webcam;2.0
Synonym;ウェブカム;webcam;2.0
Synonym;ウェブカメラ;webcam;2.0
Synonym;ウェブカメラ;webcam;2.0
Synonym;webカメラ;webcam;2.0
Synonym;kamera web;webcam;2.0
Synonym;webcam;webcam;2.0
Synonym;เว็บแคม;webcam;2.0
Synonym;กล้องเว็บแคม;webcam;2.0
Synonym;摄像头;webcam;1.5
DerivedFrom;webcam;cam;1.0
HasA;An apple;a core;4.898979485566356
RelatedTo;apple;core;4.441171016747722
IsA;cadre;core;2.0
IsA;core;bar;2.0
IsA;core;center;2.0
IsA;core;chamber;2.0
IsA;core;sample;2.0
IsA;core;set;2.0
IsA;corncob;core;2.0
MannerOf;core;hollow;2.0
PartOf;core;magnet;2.0
PartOf;core;nuclear reactor;2.0
RelatedTo;göbək;core;2.0
RelatedTo;jezgra;core;2.0
RelatedTo;jezgrica;core;2.0
RelatedTo;jezgro;core;2.0
RelatedTo;srž;core;2.0
Synonym;cor;core;2.0
Synonym;nucli;core;2.0
Synonym;kerne;core;2.0
RelatedTo;surprise;shock;6.2206109024757374
RelatedTo;surprise;party;6.206126005810711
Causes;opening a gift;surprise;6.0
RelatedTo;surprise;unexpected;5.7469992169827195
RelatedTo;shock;surprise;5.740383262466018
RelatedTo;surprise;birthday;5.1869065925655535
HasPrerequisite;surprise someone;hide;4.0
HasPrerequisite;surprise someone;hiding;4.0
HasSubevent;opening a gift;surprise;4.0
HasSubevent;surprise someone;shock them;3.4641016151377544
RelatedTo;surprise;birthday party;2.912043955712207
HasSubevent;surprise someone;scare them;2.82842712474619
RelatedTo;party;surprise;2.089018908483119
RelatedTo;surprise;emotion;2.046460358765837
CapableOf;An event;surprise you;2.0
Causes;seeing something new;is surprise;2.0
HasPrerequisite;surprise someone;not tell them of your plans;2.0
HasPrerequisite;surprise someone;not tell your plans to them;2.0
HasPrerequisite;surprise someone;be sneaky;2.0
HasSubevent;surprise someone;they gasp;2.0
IsA;humidity;wetness;2.0
IsA;mugginess;humidity;2.0
RelatedTo;humidity;humid;2.0
RelatedTo;vlažnost;humidity;2.0
Synonym;humitat;humidity;2.0
Synonym;humidness;humidity;2.0
Synonym;humedad;humidity;2.0
Synonym;hezetasun;humidity;2.0
Synonym;تری;humidity;2.0
Synonym;رطوبت;humidity;2.0
Synonym;نم;humidity;2.0
Synonym;humidisuus;humidity;2.0
Synonym;kosteus;humidity;2.0
Synonym;humidité;humidity;2.0
Synonym;hygrométrie;humidity;2.0
Synonym;humidade;humidity;2.0
Synonym;לַחוּת;humidity;2.0
Synonym;umidità;humidity;2.0
Synonym;水分;humidity;2.0
Synonym;水気;humidity;2.0
RelatedTo;picture;image;4.724404724407087
RelatedTo;reflection;image;2.3832750575625967
IsA;auditory image;image;2.0
IsA;image;impression;2.0
IsA;image;representation;2.0
IsA;imagination image;image;2.0
IsA;memory image;image;2.0
IsA;mental picture;image;2.0
IsA;visual image;image;2.0
MannerOf;image;visualize;2.0
RelatedTo;imidž;image;2.0
RelatedTo;lik;image;2.0
RelatedTo;predstava;image;2.0
RelatedTo;slika;image;2.0
Synonym;تَصَوُّر;image;2.0
Synonym;صُورَة;image;2.0
Synonym;صُورَة ذِهْنِيَّة;image;2.0
Synonym;imatge;image;2.0
Synonym;billede;image;2.0
Synonym;image;double;2.0
IsA;bug;microphone;2.0
IsA;condenser microphone;microphone;2.0
IsA;contact microphone;microphone;2.0
IsA;crystal microphone;microphone;2.0
IsA;directional microphone;microphone;2.0
IsA;microphone;electro-acoustic transducer;2.0
RelatedTo;mikrofon;microphone;2.0
Synonym;micròfon;microphone;2.0
Synonym;mikrofon;microphone;2.0
Synonym;mic;microphone;2.0
Synonym;microphone;mikrofon;2.0
Synonym;mike;microphone;2.0
Synonym;micrófono;microphone;2.0
Synonym;mikrofono;microphone;2.0
Synonym;بلندگو;microphone;2.0
Synonym;میکروفن;microphone;2.0
Synonym;mikki;microphone;2.0
Synonym;mikrofoni;microphone;2.0
Synonym;micro;microphone;2.0
Synonym;microphone;microphone;2.0
Synonym;ヒューマン エラー;human error;2.0
Synonym;ヒューマンエラー;human error;2.0
Synonym;人為 ミス;human error;2.0
Synonym;人的 ミス;human error;2.0
IsA;human error;visible here;1.0
Desires;a person;hapiness;2.82842712474619
Causes;creating something to help other people;Hapiness;1.0
Causes;dancing the samba;hapiness;1.0
Causes;living a life;hapiness;1.0
Causes;signing a contract;hapiness;1.0
Causes;writing a program;hapiness;1.0
RelatedTo;degree;temperature;7.824065439399135
RelatedTo;heat;temperature;5.51652064257898
RelatedTo;cold;temperature;4.250647009573954
Synonym;Temperatura;temperature;3.4641016151377544
RelatedTo;hot;temperature;3.154679064500856
RelatedTo;thermometer;temperature;2.7683930356797237
RelatedTo;weather;temperature;2.611512971440119
RelatedTo;fever;temperature;2.5806975801127887
IsA;absolute temperature;temperature;2.0
IsA;absolute zero;temperature;2.0
IsA;body temperature;temperature;2.0
IsA;cold;temperature;2.0
IsA;coldness;temperature;2.0
IsA;comfort zone;temperature;2.0
IsA;Curie temperature;temperature;2.0
IsA;dew point;temperature;2.0
IsA;flash point;temperature;2.0
IsA;heat;temperature;2.0
IsA;hotness;temperature;2.0
IsA;mercury;temperature;2.0
ExternalURL;text mining;Text mining;1.0
ExternalURL;text mining;Q676880;1.0
ExternalURL;text mining;TextMining;1.0
IsA;text mining;seeking;1.0
Synonym;تنقيب في النصوص;text mining;0.5
Synonym;dolování z textu;text mining;0.5
Synonym;text mining;text mining;0.5
Synonym;text mining;text mining;0.5
Synonym;minería de textos;text mining;0.5
Synonym;fouille de textes;text mining;0.5
Synonym;szövegbányászat;text mining;0.5
Synonym;テキストマイニング;text mining;0.5
Synonym;penambangan teks;text mining;0.5
Synonym;textmining;text mining;0.5
Synonym;text mining;text mining;0.5
Synonym;mineração de texto;text mining;0.5
Synonym;интеллектуальный анализ текста;text mining;0.5
Synonym;text mining;text mining;0.5
Synonym;การทําเหมืองข้อความ;text mining;0.5
Synonym;metin madenciliği;text mining;0.5
PartOf;the brain;a human body;4.0
PartOf;the heart;a human body;3.4641016151377544
Synonym;بُنْيَة;human body;3.4641016151377544
Synonym;Corps humain;human body;3.4641016151377544
AtLocation;a bone;the human body;2.82842712474619
AtLocation;a human body;a funeral;2.82842712474619
AtLocation;a muscle;a human body;2.82842712474619
AtLocation;an organ;a human body;2.82842712474619
PartOf;the liver;a human body;2.82842712474619
PartOf;the lung;a human body;2.82842712474619
PartOf;the pancreas;a human body;2.82842712474619
PartOf;the spine;a human body;2.82842712474619
AtLocation;a disease;a human body;2.0
HasA;A human body;many muscles;2.0
HasA;A human body;many organs;2.0
IsA;adult body;human body;2.0
IsA;female body;human body;2.0
IsA;human body;body;2.0
IsA;juvenile body;human body;2.0
IsA;male body;human body;2.0
UsedFor;The internet;research;6.928203230275509
AtLocation;information;the Internet;6.6332495807108
AtLocation;pornography;the internet;4.0
EtymologicallyDerivedFrom;internet;internet;3.4641016151377544
IsA;An Internet;a network of communicating computers;3.4641016151377544
Synonym;Internet;Internet;3.4641016151377544
Synonym;Internet;Internet;3.4641016151377544
Synonym;Internet;Internet;3.4641016151377544
Synonym;NET;Internet;3.4641016151377544
Synonym;Ciberespaço;Internet;3.4641016151377544
UsedFor;the internet;communicate;3.4641016151377544
AtLocation;porn;the Internet;2.82842712474619
CapableOf;the internet;stream video;2.82842712474619
IsA;The Internet;a collection of connected computers;2.82842712474619
PartOf;Openmind;the internet;2.82842712474619
RelatedTo;web;internet;2.325510696599782
AtLocation;data;the Internet;2.0
AtLocation;a website;the internet;2.0
AtLocation;web sites;the Internet;2.0
CapableOf;The internet;find a website;2.0
PartOf;CPU;computer;6.32455532033676
AtLocation;a CPU;a computer;2.0
AtLocation;a CPU;a motherboard;2.0
IsA;80386;cpu;2.0
Synonym;CPU;central processing unit;2.0
Synonym;シーピーユー;cpu;2.0
Synonym;中央処理装置;cpu;2.0
Synonym;中央演算処理装置;cpu;2.0
DefinedAs;CPU;processor;1.0
EtymologicallyDerivedFrom;cpu;cpu;1.0
EtymologicallyDerivedFrom;ซีพียู;cpu;1.0
FormOf;cpus;cpu;1.0
HasContext;cpu;computer hardware;1.0
HasContext;cpu;nursing education;1.0
HasContext;cpu;slang;1.0
HasContext;cpu;video games;1.0
HasContext;cpu;architecture des ordinateurs;1.0
RelatedTo;architecture;cpu;1.0
RelatedTo;arithmetic logic unit;cpu;1.0
RelatedTo;bindless;cpu;1.0
UsedFor;a camera;take pictures;7.483314773547882
AtLocation;a lens;the camera;5.291502622129181
RelatedTo;picture;camera;4.024922359499621
RelatedTo;flash;camera;3.334066586017742
HasA;Camera;a flash;2.82842712474619
AtLocation;a camera;a suitcase;2.0
FormOf;cameras;camera;2.0
IsA;box camera;camera;2.0
IsA;A camera;a tool for taking pictures;2.0
IsA;camera;photographic equipment;2.0
IsA;candid camera;camera;2.0
IsA;flash camera;camera;2.0
IsA;motion-picture camera;camera;2.0
IsA;point-and-shoot camera;camera;2.0
IsA;portrait camera;camera;2.0
IsA;reflex camera;camera;2.0
PartOf;aperture;camera;2.0
PartOf;camera lens;camera;2.0
PartOf;delayed action;camera;2.0
PartOf;diaphragm;camera;2.0
RelatedTo;eye;face;9.10296654942772
RelatedTo;nose;face;7.224956747275378
AtLocation;a nose;your face;7.211102550927979
RelatedTo;face;head;5.891689061720755
RelatedTo;head;face;5.197306994973454
RelatedTo;face;eyes;4.6951038327176535
RelatedTo;face;nose;4.408627904461886
RelatedTo;mouth;face;4.187600745056768
RelatedTo;smile;face;3.8220413393892017
RelatedTo;ear;face;3.6540388613149695
RelatedTo;face;front;3.5185224171518357
PartOf;An eye;a face;3.4641016151377544
RelatedTo;napkin;face;3.2716968074685653
RelatedTo;face;part;2.8411265371327623
RelatedTo;face;body;2.466576574931336
Synonym;顔;face;2.449489742783178
RelatedTo;face;mouth;2.4478562049270787
RelatedTo;face;body part;2.381596103456671
RelatedTo;face;eyes nose;2.380756182392477
RelatedTo;clock;face;2.187235698318771
IsA;acoustic power;intensity;2.0
IsA;badness;intensity;2.0
IsA;candlepower;intensity;2.0
IsA;ferocity;intensity;2.0
IsA;field strength;intensity;2.0
IsA;force;intensity;2.0
IsA;half-intensity;intensity;2.0
IsA;intensity;degree;2.0
IsA;intensity;magnitude;2.0
IsA;radio brightness;intensity;2.0
IsA;threshold level;intensity;2.0
IsA;top;intensity;2.0
IsA;vehemence;intensity;2.0
RelatedTo;intenzitet;intensity;2.0
RelatedTo;jačina;intensity;2.0
RelatedTo;jakost;intensity;2.0
RelatedTo;jara;intensity;2.0
Synonym;شِدَّة;intensity;2.0
Synonym;قُوَّة;intensity;2.0
Synonym;كَثَافَة;intensity;2.0
RelatedTo;cry;sadness;4.94489635887346
Causes;hearing the news;sadness;4.0
IsA;Sadness;an emotion;3.4641016151377544
Synonym;حَزَن;sadness;3.4641016151377544
RelatedTo;melancholy;sadness;2.0386269889315205
Antonym;mirth;sadness;2.0
Causes;death;sadness;2.0
Causes;discovering the truth;sadness;2.0
Causes;hurting someone else;sadness;2.0
Causes;playing the violin;sadness;2.0
CausesDesire;sadness;get drunk;2.0
HasSubevent;burying the cat;sadness;2.0
IsA;cheerlessness;sadness;2.0
IsA;depression;sadness;2.0
IsA;dolefulness;sadness;2.0
IsA;downheartedness;sadness;2.0
IsA;forlornness;sadness;2.0
IsA;heaviness;sadness;2.0
IsA;melancholy;sadness;2.0
IsA;misery;sadness;2.0
IsA;monitoring;observation;2.0
Synonym;jarraipen;monitoring;2.0
Synonym;tarkkailu;monitoring;2.0
Synonym;monitorage;monitoring;2.0
Synonym;monitoring;monitoring;2.0
Synonym;surveillance;monitoring;2.0
Synonym;control;monitoring;2.0
Synonym;seguimento;monitoring;2.0
Synonym;vixilancia;monitoring;2.0
Synonym;monitoraggio;monitoring;2.0
Synonym;モニタリング;monitoring;2.0
Synonym;傍受;monitoring;2.0
Synonym;傍受;monitoring;2.0
Synonym;monitorização;monitoring;2.0
DerivedFrom;biomonitoring;monitoring;1.0
DerivedFrom;neuromonitoring;monitoring;1.0
ExternalURL;monitoring;Monitoring;1.0
ExternalURL;monitoring;100881724-n;1.0
FormOf;monitoring;monitor;1.0
FormOf;monitorings;monitoring;1.0
AtLocation;opinion;the newspaper;2.0
CapableOf;an opinion;separate a group;2.0
HasContext;opinion;law;2.0
IsA;adverse opinion;opinion;2.0
IsA;concurring opinion;opinion;2.0
IsA;dissenting opinion;opinion;2.0
IsA;eyes;opinion;2.0
IsA;fatwah;opinion;2.0
IsA;fatwa;opinion;2.0
IsA;guess;opinion;2.0
IsA;idea;opinion;2.0
IsA;judgment;opinion;2.0
IsA;majority opinion;opinion;2.0
IsA;obiter dictum;opinion;2.0
IsA;opinion;belief;2.0
IsA;opinion;judgment;2.0
IsA;opinion;legal document;2.0
IsA;opinion;message;2.0
IsA;pole;opinion;2.0
IsA;politics;opinion;2.0
IsA;economy;efficiency;2.0
IsA;efficiency;ratio;2.0
IsA;efficiency;skillfulness;2.0
IsA;figure of merit;efficiency;2.0
RelatedTo;effective;efficiency;2.0
RelatedTo;effectual;efficiency;2.0
RelatedTo;efikasnost;efficiency;2.0
Synonym;فَعَالِيَّة;efficiency;2.0
Synonym;كَفَاءَة;efficiency;2.0
Synonym;eficiència;efficiency;2.0
Synonym;eficiencia;efficiency;2.0
Synonym;eraginkortasun;efficiency;2.0
Synonym;بازده;efficiency;2.0
Synonym;بهره وری;efficiency;2.0
Synonym;راندمان;efficiency;2.0
Synonym;tehokkuus;efficiency;2.0
Synonym;efficacité;efficiency;2.0
Synonym;rendement;efficiency;2.0
Synonym;efficienza;efficiency;2.0
Synonym;resa;efficiency;2.0
IsA;fence-sitter;neutral;2.0
IsA;neutral;person;2.0
IsA;stakeholder;neutral;2.0
RelatedTo;neuter;neutral;2.0
RelatedTo;neutral;neuter;2.0
RelatedTo;neutralan;neutral;2.0
SimilarTo;colorless;neutral;2.0
SimilarTo;neutral;colorless;2.0
SimilarTo;neutral;neutralised;2.0
SimilarTo;neutral;nonaligned;2.0
SimilarTo;neutral;uncharged;2.0
SimilarTo;neutral;viewless;2.0
SimilarTo;neutralised;neutral;2.0
SimilarTo;nonaligned;neutral;2.0
SimilarTo;uncharged;neutral;2.0
SimilarTo;viewless;neutral;2.0
Synonym;neutral;neutral;2.0
Synonym;neutral;neutral;2.0
Synonym;electroneutral;neutral;2.0
Synonym;neutral;achromatic;2.0
IsA;negativity;polarity;2.0
IsA;polarity;opposition;2.0
IsA;positiveness;polarity;2.0
Synonym;اِسْتِقْطابيَّة;polarity;2.0
Synonym;قُطْبِيَّة;polarity;2.0
Synonym;polaritat;polarity;2.0
Synonym;polarity;mutual opposition;2.0
Synonym;sign;polarity;2.0
Synonym;polaritate;polarity;2.0
Synonym;تضاد;polarity;2.0
Synonym;تقارن;polarity;2.0
Synonym;تمایل قطبی;polarity;2.0
Synonym;etumerkki;polarity;2.0
Synonym;polariteetti;polarity;2.0
Synonym;signature;polarity;2.0
Synonym;signe;polarity;2.0
Synonym;両極;polarity;2.0
Synonym;両極性;polarity;2.0
Synonym;極性;polarity;2.0
Synonym;正反対;polarity;2.0
AtLocation;comfort;a home;2.82842712474619
AtLocation;comfort;a friend's house;2.0
FormOf;comforts;comfort;2.0
HasPrerequisite;relaxing;comfort;2.0
IsA;comfort;a good feeling;2.0
IsA;comfort;aid;2.0
IsA;comfort;condition;2.0
IsA;comfort;gratification;2.0
IsA;comfort;pleasure;2.0
IsA;consolation;comfort;2.0
IsA;convenience;comfort;2.0
IsA;coziness;comfort;2.0
IsA;relief;comfort;2.0
IsA;solace;comfort;2.0
MannerOf;calm;comfort;2.0
MannerOf;comfort;relieve;2.0
MannerOf;still;comfort;2.0
RelatedTo;komfor;comfort;2.0
RelatedTo;komoditet;comfort;2.0
RelatedTo;lagodnost;comfort;2.0
HasContext;face recognition;terrorism;2.0
IsA;face recognition;biometric identification;2.0
IsA;face recognition;visual perception;2.0
Synonym;automatic face recognition;face recognition;2.0
Synonym;facial recognition;face recognition;2.0
Synonym;automaattinen kasvotunnistus;face recognition;2.0
Synonym;kasvojen tunnistaminen;face recognition;2.0
Synonym;kasvontunnistus;face recognition;2.0
Synonym;kasvotunnistus;face recognition;2.0
ExternalURL;face recognition;105719153-n;1.0
ExternalURL;face recognition;106656868-n;1.0
UsedFor;a voice;Singing;7.483314773547882
RelatedTo;voice;vocal;4.586065852122056
RelatedTo;voice;speaking;4.011483516107227
UsedFor;a voice;communicate;4.0
UsedFor;a voice;Talking;4.0
RelatedTo;voice;noise;3.9989998749687405
HasProperty;a voice;loud;3.4641016151377544
Synonym;Voz humana;voice;3.4641016151377544
RelatedTo;voice;mouth;3.301514803843836
RelatedTo;voice;talking;3.2422214606655118
RelatedTo;voice;singing;3.108697476436072
AtLocation;a voice;a radio;2.82842712474619
RelatedTo;sound;voice;2.3706539182259396
RelatedTo;voice;throat;2.3486166140943485
RelatedTo;voice;speech;2.343501653509124
RelatedTo;voice;human;2.149418526020467
AtLocation;a voice;a song;2.0
HasContext;voice;linguistics;2.0
HasContext;voice;metonymy;2.0
HasPrerequisite;singing;a voice;2.0
Synonym;データ センタ;data center;2.0
Synonym;データ センター;data center;2.0
Synonym;データセンタ;data center;2.0
Synonym;データセンター;data center;2.0
ExternalURL;data center;Data center;1.0
ExternalURL;data center;Q671224;1.0
FormOf;datacenter;data center;1.0
FormOf;data center;data centre;1.0
FormOf;data centers;data center;1.0
FormOf;data centre;data center;1.0
FormOf;datacentre;data center;1.0
HasContext;data center;informatique;1.0
RelatedTo;rechenzentrum;data center;1.0
RelatedTo;data center;centre de données;1.0
RelatedTo;data centers;data center;1.0
RelatedTo;laskentakeskus;data center;1.0
RelatedTo;serwerownia;data center;1.0
Synonym;machine room;data center;1.0
Synonym;centre de données;data center;1.0
Synonym;مركز بيانات;data center;0.5
RelatedTo;sound;audio;4.0541336929114715
IsA;audio;auditory communication;2.0
IsA;audio;component;2.0
IsA;audio;frequency;2.0
PartOf;audio;television;2.0
RelatedTo;godcasting;audio;2.0
RelatedTo;video;audio;2.0
Synonym;àudio;audio;2.0
Synonym;so;audio;2.0
Synonym;audio frequency;audio;2.0
Synonym;audio;sound recording;2.0
Synonym;sound;audio;2.0
Synonym;audiofrecuencia;audio;2.0
Synonym;audio;audio;2.0
Synonym;sonido;audio;2.0
Synonym;volumen;audio;2.0
Synonym;audiomaiztasun;audio;2.0
Synonym;audio;audio;2.0
Synonym;soinu;audio;2.0
Synonym;äänentoisto;audio;2.0
Synonym;Prosódia;prosody;3.4641016151377544
HasContext;acatalectic;prosody;2.0
HasContext;Alexandrine;prosody;2.0
HasContext;catalectic;prosody;2.0
HasContext;dactylic;prosody;2.0
HasContext;hypercatalectic;prosody;2.0
HasContext;iambic;prosody;2.0
HasContext;meter;prosody;2.0
HasContext;metrical;prosody;2.0
HasContext;metrical foot;prosody;2.0
HasContext;poetic rhythm;prosody;2.0
HasContext;spondaic;prosody;2.0
HasContext;trochaic;prosody;2.0
IsA;caesura;prosody;2.0
IsA;enjambment;prosody;2.0
IsA;intonation;prosody;2.0
IsA;prosody;manner of speaking;2.0
IsA;prosody;poetics;2.0
IsA;rhythm;prosody;2.0
IsA;stress;prosody;2.0
Synonym;sensor;detector;2.0
Synonym;センサ;sensor;2.0
Synonym;センサー;sensor;2.0
Synonym;感知器;sensor;2.0
Synonym;検知器;sensor;2.0
Synonym;警報器;sensor;2.0
Synonym;警報機;sensor;2.0
RelatedTo;eye;sensor;1.029
CapableOf;A sensor;measure physical phenomenon;1.0
DerivedFrom;biosensor;sensor;1.0
DerivedFrom;intrasensor;sensor;1.0
DerivedFrom;osmosensor;sensor;1.0
DerivedFrom;phagosensor;sensor;1.0
DerivedFrom;sensor;sense;1.0
DerivedFrom;sensor;sensorchip;1.0
DerivedFrom;sensorgram;sensor;1.0
